"","SEGMENT","STATE","ORI","INCNUM","INCDATE","B1006","B1007","B1009","B1010","B1011","B2005","B2006","B3024","V1006","V1007","V20061","V20071","V20111","V20171","V40181","V40191","V40201","V40221","V40261","V40311","V40321","V50071","V50081","V50091","V60081","agemax","targ1","target","time.arrest","VNumVG","VNumOG","V40181G","V50071G","B2005G","V40321G","V1007G"
"642",1,21,"MI8234900","1W1H02FO8YKW",20100515,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,15,100,1,20,1,10,0,2,1,1,1,5,28,0,2,NA,10,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent","Afternoon"
"643",1,21,"MI8234900","1W1H02FP8NKX",20100512,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,22,100,0,13,NA,13,1,1,1,2,1,14,18,1,1,NA,13,2,1,NA,"Single Victim","Multiple Offenders","11-15","<20","Pop >500K","Known","Night"
"644",1,21,"MI8234900","1W1H02OV8G28",20100524,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,13,100,1,20,400,9,0,2,1,1,1,5,29,0,2,NA,9,1,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent","Afternoon"
"645",1,21,"MI8234900","1W1H0473878X",20100701,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,17,100,0,20,1,10,1,2,1,1,1,5,41,1,2,NA,10,0,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop >500K","Parent","Afternoon"
"646",1,21,"MI8234900","1W1H047P8G88",20100703,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,1,20,1,5,0,1,0,1,1,25,46,1,2,20100703,5,0,0,0,"Single Victim","Multiple Offenders","0-5","40-50","Pop >500K","Stranger",NA
"647",1,21,"MI8234900","1W1H047V8Y8D",20100706,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,21,100,1,13,1,13,1,2,1,1,1,24,18,1,2,NA,13,0,0,NA,"Single Victim","Multiple Offenders","11-15","<20","Pop >500K","Known","Night"
"648",1,21,"MI8234900","1W1H04FL8YJW",20100718,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,2,100,1,20,1,14,0,2,1,1,1,25,20,1,2,20100718,14,2,1,0,"Multiple Victims","Multiple Offenders","11-15","<20","Pop >500K","Stranger","Early"
"649",1,21,"MI8234900","1W1H04O 8764",20100723,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,14,100,1,13,1,5,0,2,0,1,1,5,27,1,2,NA,5,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Parent","Afternoon"
"650",1,21,"MI8234900","1W1H04O284 W",20100717,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,12,100,1,20,1,1,1,2,1,1,1,5,24,1,2,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Parent","Morning"
"651",1,21,"MI8234900","1W1H04OP8YJN",20100723,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,1,20,1,9,1,2,1,1,1,5,37,1,2,NA,9,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop >500K","Parent",NA
"652",1,21,"MI8234900","1W1H04OV86K ",20100726,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,1,20,1,6,1,2,1,1,1,5,22,0,2,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent",NA
"653",1,21,"MI8234900","1W1H057N868N",20100305,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,15,100,0,20,1,13,0,2,1,1,1,5,33,1,2,NA,13,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop >500K","Parent","Afternoon"
"654",1,21,"MI8234900","1W1H057P872R",20100303,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,16,100,0,13,1,15,0,2,0,1,1,25,30,1,2,NA,15,0,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K","Stranger","Afternoon"
"655",1,21,"MI8234900","1W1H057V868I",20100306,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,17,100,0,13,1,5,0,2,1,1,1,NA,35,1,2,NA,10,0,0,NA,"Multiple Victims","Single Offender","0-5","30-40","Pop >500K",NA,"Afternoon"
"656",1,21,"MI8234900","1W1H05F2872X",20100310,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,1,20,1,3,0,2,1,1,1,5,22,1,2,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop >500K","Parent",NA
"657",1,21,"MI8234900","1W1H05FU86TR",20100319,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,13,100,0,22,1,7,1,1,1,1,1,5,31,0,2,NA,8,0,0,NA,"Multiple Victims","Single Offender","6-10","30-40","Pop >500K","Parent","Afternoon"
"658",1,21,"MI8234900","1W1H05O28Y0N",20100320,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,16,100,1,13,120,14,0,2,1,1,1,NA,20,1,2,NA,14,2,1,NA,"Single Victim","Multiple Offenders","11-15","<20","Pop >500K",NA,"Afternoon"
"659",1,21,"MI8234900","1W1H067N86BN",20100405,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,1,20,1,13,1,2,1,1,1,5,30,0,2,NA,13,0,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop >500K","Parent",NA
"660",1,21,"MI8234900","1W1H067N8YKD",20100305,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,20,100,1,25,1,9,0,2,1,1,1,5,32,1,2,NA,9,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop >500K","Parent","Night"
"661",1,21,"MI8234900","1W1H067Z87KN",20100402,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,19,100,1,13,1,5,0,2,0,1,1,25,56,1,1,20100402,5,0,0,0,"Single Victim","Single Offender","0-5",">50","Pop >500K","Stranger","Night"
"662",1,21,"MI8234900","1W1H067Z8YJ4",20100401,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,9,100,1,20,1,8,0,2,1,1,1,7,67,1,2,NA,8,0,0,NA,"Multiple Victims","Multiple Offenders","6-10",">50","Pop >500K","Family","Morning"
"663",1,21,"MI8234900","1W1H06FN8YBR",20100415,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,21,100,1,20,1,7,1,2,1,1,1,5,36,0,2,NA,7,0,0,NA,"Multiple Victims","Single Offender","6-10","30-40","Pop >500K","Parent","Night"
"664",1,21,"MI8234900","1W1H06FP87TR",20100413,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,4,100,1,20,1,14,0,2,1,1,1,12,18,0,2,NA,14,0,0,NA,"Single Victim","Single Offender","11-15","<20","Pop >500K","Family","Early"
"665",1,21,"MI8234900","1W1H06OL86 N",20100428,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,0,13,1,14,0,2,1,1,1,NA,40,1,4,NA,14,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop >500K",NA,NA
"666",1,21,"MI8234900","1W1H06OP868X",20100423,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,14,100,0,13,1,11,0,2,1,1,1,5,35,1,2,NA,11,0,0,NA,"Single Victim","Multiple Offenders","11-15","30-40","Pop >500K","Parent","Afternoon"
"667",1,21,"MI8234900","1W1H0B7 87JR",20100603,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,16,100,0,22,1,10,0,2,1,1,1,7,56,0,2,NA,10,0,0,NA,"Single Victim","Single Offender","6-10",">50","Pop >500K","Family","Afternoon"
"668",1,21,"MI8234900","1W1H0B7U86 N",20100608,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,19,100,1,20,1,4,0,2,1,1,1,14,28,0,2,NA,4,0,0,NA,"Single Victim","Multiple Offenders","0-5","20-30","Pop >500K","Known","Night"
"669",1,21,"MI8234900","1W1H0BFN8NBR",20100615,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,1,13,1,14,0,2,1,1,1,25,21,0,2,NA,14,2,1,NA,"Single Victim","Multiple Offenders","11-15","20-30","Pop >500K","Stranger",NA
"670",1,21,"MI8234900","1W1H0BO 870N",20100623,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,5,100,1,20,1,9,0,2,1,1,1,5,31,0,2,NA,9,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop >500K","Parent","Early"
"671",1,21,"MI8234900","1W1H0BOU872N",20100629,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,1,4,1,14,0,2,0,1,1,12,35,0,2,NA,14,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop >500K","Family",NA
"672",1,21,"MI8234900","1W1H0HF28G W",20100907,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,14,100,1,20,1,6,0,2,1,1,1,5,28,1,2,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent","Afternoon"
"673",1,21,"MI8234900","1W1H0HOP8G 8",20100918,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,11,100,0,20,1,6,0,2,0,1,1,5,26,0,2,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop >500K","Parent","Morning"
"674",1,21,"MI8234900","1W1H0K7 8G88",20100204,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,1,20,1,4,1,1,1,1,1,5,28,0,1,NA,4,0,0,NA,"Multiple Victims","Single Offender","0-5","20-30","Pop >500K","Parent",NA
"675",1,21,"MI8234900","1W1H0KF3868 ",20100211,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,15,100,0,13,1,11,1,2,1,1,1,25,50,1,1,NA,11,0,0,NA,"Single Victim","Single Offender","11-15","40-50","Pop >500K","Stranger","Afternoon"
"676",1,21,"MI8234900","1W1H0KFP8NXI",20100213,20050101,"DETROIT                       ",12,3,2,899447,82,163,1,NA,100,0,13,1,13,0,2,1,1,1,25,35,1,2,NA,13,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop >500K","Stranger",NA
"677",1,21,"MI8234900","1W1H0KON86K4",20100210,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,15,100,1,20,1,13,1,2,1,1,1,7,49,0,1,NA,13,0,0,NA,"Single Victim","Single Offender","11-15","40-50","Pop >500K","Family","Afternoon"
"678",1,21,"MI8234900","1W1H0O7 8N W",20100804,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,0,100,1,20,1,8,0,2,0,1,1,19,38,0,2,NA,8,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop >500K","Known","Night"
"679",1,21,"MI8234900","1W1H0OFU866D",20100817,20050101,"DETROIT                       ",12,3,2,899447,82,163,0,21,100,1,20,1,9,0,2,1,1,1,5,34,0,2,NA,9,0,0,NA,"Multiple Victims","Single Offender","6-10","30-40","Pop >500K","Parent","Night"
"680",1,21,"MI8245000","1W1H0U729G W",20101201,19950101,"GROSSE POINTE WOODS           ",50,3,2,14470,82,163,1,NA,100,1,1,NA,4,0,1,1,1,1,12,32,0,1,20101201,4,0,0,0,"Multiple Victims","Single Offender","0-5","30-40","Pop <25K","Family",NA
"681",1,21,"MI8245300","1W1H0U72LX  ",20100902,19970101,"HAMTRAMCK                     ",50,3,2,19615,82,163,1,NA,100,1,20,400,6,0,1,1,1,1,24,43,1,1,NA,6,1,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop <25K","Known",NA
"682",1,21,"MI8245300","1W1H0U72UXXX",20101119,19970101,"HAMTRAMCK                     ",50,3,2,19615,82,163,0,21,100,1,13,NA,7,0,2,1,1,1,12,50,1,NA,NA,7,0,0,NA,"Multiple Victims","Multiple Offenders","6-10","40-50","Pop <25K","Family","Night"
"683",1,21,"MI8253800","TG1W9HPUXNZ4",20100702,20040401,"LIVONIA                       ",30,3,2,87434,82,163,0,13,100,1,20,1,4,1,1,NA,1,1,5,29,0,1,NA,4,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"684",1,21,"MI8269300"," A0MQVF39W19",20100121,19970101,"REDFORD TOWNSHIP              ",40,3,2,43827,82,163,1,13,100,1,22,1,9,1,2,NA,2,1,5,29,1,2,NA,9,1,0,NA,"Single Victim","Single Offender","6-10","20-30","Pop 25-100K","Parent","Afternoon"
"685",1,21,"MI8269300","1W0HP-72UN0 ",20100430,19970101,"REDFORD TOWNSHIP              ",40,3,2,43827,82,163,1,17,100,1,20,1,15,0,2,1,1,1,NA,46,1,2,20100502,15,0,0,0.3,"Single Victim","Single Offender","11-15","40-50","Pop 25-100K",NA,"Afternoon"
"686",1,21,"MI8269300","9N04KHZL Z8D",20100725,19970101,"REDFORD TOWNSHIP              ",40,3,2,43827,82,163,1,18,100,1,20,1,3,1,2,NA,1,1,5,25,1,2,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"687",1,21,"MI8277500","1W1H0U728NK8",20100103,19960101,"TAYLOR                        ",30,3,2,58158,82,163,0,19,100,1,20,1,7,0,2,NA,1,1,5,39,0,2,NA,7,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Parent","Night"
"688",1,21,"MI8277500","1W1H0U72UG84",20100525,19960101,"TAYLOR                        ",30,3,2,58158,82,163,0,0,100,1,20,1,2,0,1,1,1,1,5,21,0,1,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Night"
"689",1,21,"MI8279300","1W1H0U7296X4",20100413,19950101,"VAN BUREN TOWNSHIP            ",40,3,2,25627,82,163,1,NA,100,1,12,1,3,0,1,0,1,1,5,28,1,1,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent",NA
"690",1,21,"MI8281700","1W1H0U72JXTI",20100716,19990701,"WESTLAND                      ",30,3,2,75726,82,163,0,15,100,0,13,1,6,0,1,1,1,1,25,35,1,2,NA,6,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Stranger","Afternoon"
"691",1,21,"MI8281700","1W1M0U728NTX",20101224,19990701,"WESTLAND                      ",30,3,2,75726,82,163,0,23,100,1,11,NA,9,1,1,1,1,1,5,34,0,1,NA,9,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Parent","Night"
"692",1,21,"MI8283300","EH0U738N285B",20100301,19960501,"WYANDOTTE                     ",40,3,2,23607,82,163,1,0,100,1,20,1,1,1,1,1,1,1,5,26,0,1,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Night"
"693",1,21,"MI8286200","380J45OZUV28",20100718,19950101,"HURON TOWNSHIP                ",50,3,2,15652,82,163,1,16,100,1,20,1,13,1,1,1,1,1,5,35,0,1,NA,13,0,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop <25K","Parent","Afternoon"
"694",1,21,"MI8286200","C900WEHP-X36",20100824,19950101,"HURON TOWNSHIP                ",50,3,2,15652,82,163,1,23,100,1,20,1,10,1,NA,0,1,1,5,44,1,1,NA,10,0,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop <25K","Parent","Night"
"695",1,21,"MI8290800","1W1H0U72SXKR",20101018,19990501,"CANTON TOWNSHIP               ",30,3,2,80039,82,163,0,13,100,1,13,NA,0.5,0,2,1,1,1,5,36,1,2,NA,0.5,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Parent","Afternoon"
"696",1,21,"MI8293900","1W1H0U72S26O",20100820,19950101,"WAYNE COUNTY AIRPORT          ",70,3,2,0,82,163,0,14,100,1,1,1,5,1,1,0,1,1,5,39,1,1,20100820,5,0,0,0,"Single Victim","Multiple Offenders","0-5","30-40",NA,"Parent","Afternoon"
"697",1,24,"MO0480300","8I-B0BE 728N",20100922,20060201,"GRAIN VALLEY                  ",50,4,2,11384,48,95,0,18,100,1,23,1,6,1,1,0,1,1,5,30,1,1,20101129,6,0,0,9.7,"Single Victim","Single Offender","6-10","20-30","Pop <25K","Parent","Afternoon"
"698",1,24,"MO0490700","8I04KVQM72 N",20101024,20100501,"JOPLIN                        ",30,4,2,44631,49,97,0,18,100,1,20,1,2,0,1,1,1,1,NA,23,1,1,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K",NA,"Afternoon"
"699",1,24,"MO0490700","8I0BEM5R72 N",20100829,20100501,"JOPLIN                        ",30,4,2,44631,49,97,0,14,100,1,25,400,5,0,1,1,1,1,NA,55,0,1,NA,5,1,0,NA,"Single Victim","Single Offender","0-5",">50","Pop 25-100K",NA,"Afternoon"
"700",1,24,"MO0490700","8I0BSFMV72 N",20100531,20100501,"JOPLIN                        ",30,4,2,44631,49,97,0,12,100,1,20,NA,0.5,0,1,1,1,1,NA,38,0,1,NA,0.5,0,0,NA,"Single Victim","Multiple Offenders","0-5","30-40","Pop 25-100K",NA,"Morning"
"701",1,24,"MO0530000","5F19-0H5U5-S",20100524,20090801,"LACLEDE                       ",83,4,2,20220,53,105,0,23,100,1,25,1,0.5,0,1,1,1,1,7,46,0,1,NA,0.5,0,0,NA,"Single Victim","Single Offender","0-5","40-50","Pop <25K","Family","Night"
"702",1,24,"MO0920400","2W1H0U73S768",20100310,20090801,"ST. PETERS                    ",30,4,2,56518,92,183,0,0,100,1,20,400,4,1,1,NA,1,1,5,33,1,1,20100720,4,1,0,18.9,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Parent","Night"
"703",1,24,"MO0920400","2W1H0U73Z228",20100725,20090801,"ST. PETERS                    ",30,4,2,56518,92,183,0,13,100,1,20,400,8,0,1,1,1,1,5,26,1,1,20100726,8,1,0,0.1,"Single Victim","Single Offender","6-10","20-30","Pop 25-100K","Parent","Afternoon"
"704",1,24,"MO0920400","2W1H0U7ZIYTN",20101012,20090801,"ST. PETERS                    ",30,4,2,56518,92,183,0,19,100,1,18,400,1,1,1,NA,1,1,5,27,1,1,20101013,1,1,0,0.1,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Night"
"705",1,24,"MO0920400","2W1H0U7ZL22W",20100922,20090801,"ST. PETERS                    ",30,4,2,56518,92,183,0,17,100,1,20,400,3,0,1,1,1,1,5,22,0,1,20100927,3,1,0,0.7,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Afternoon"
"706",1,24,"MOKPD0000","8I0BEEBQP2 N",20101022,20100101,"KANSAS CITY                   ",13,4,2,332960,48,95,0,10,100,1,20,1,7,0,2,1,1,1,NA,34,0,2,20101022,7,0,0,0,"Single Victim","Single Offender","6-10","30-40","Pop 100-500K",NA,"Morning"
"707",1,24,"MOKPD0000","8I0BEMZ9P2 N",20101025,20100101,"KANSAS CITY                   ",13,4,2,332960,48,95,0,22,100,1,20,NA,5,0,2,1,1,1,5,31,0,2,NA,5,0,0,NA,"Multiple Victims","Single Offender","0-5","30-40","Pop 100-500K","Parent","Night"
"708",1,24,"MOKPD0000","8I0BEYZ-T2 N",20101025,20100101,"KANSAS CITY                   ",13,4,2,332960,48,95,0,5,100,0,13,400,15,0,2,1,1,1,NA,22,1,2,NA,15,1,0,NA,"Single Victim","Single Offender","11-15","20-30","Pop 100-500K",NA,"Early"
"709",1,25,"MT0140000","SZ1H0U7PIY1A",20100205,20050101,"FERGUS                        ",84,8,4,5279,14,27,0,9,100,1,20,1,6,0,1,1,1,1,5,30,0,1,NA,6,0,0,NA,"Single Victim","Multiple Offenders","6-10","20-30","Pop <25K","Parent","Morning"
"710",1,25,"MT0150000","P9103JJ5OSCT",20101025,20040622,"FLATHEAD                      ",82,8,4,54952,15,29,0,22,100,1,20,1,15,1,1,1,1,1,24,36,0,1,NA,15,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop 25-100K","Known","Night"
"711",1,25,"MT0220000","JTS64-0ZS21A",20100617,20050101,"JEFFERSON                     ",83,8,4,10192,22,43,0,16,100,1,25,NA,15,1,1,1,1,1,24,54,0,1,NA,15,0,0,NA,"Single Victim","Single Offender","11-15",">50","Pop <25K","Known","Afternoon"
"712",1,25,"MT0240000"," 50WG6XC3T41",20100622,20050101,"LAKE                          ",83,8,4,20772,24,47,0,NA,100,1,20,1,2,1,3,1,1,1,5,43,0,1,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","40-50","Pop <25K","Parent",NA
"713",1,25,"MT0250000","2W1H0U72862N",20100101,20041009,"LEWIS AND CLARK               ",82,8,4,30266,25,49,0,17,100,1,20,1,1,1,1,1,1,1,19,24,1,1,NA,1,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Known","Afternoon"
"714",1,25,"MT0320100","2W1H0U72IC6X",20100412,20050101,"MISSOULA                      ",30,8,4,70559,32,63,0,15,100,1,20,1,2,0,1,NA,1,1,24,34,1,2,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Known","Afternoon"
"715",1,25,"MT0320100","2W1H0U72IL28",20100322,20050101,"MISSOULA                      ",30,8,4,70559,32,63,0,2,100,1,20,1,2,1,1,1,1,1,5,32,0,1,NA,2,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop 25-100K","Parent","Early"
"716",1,25,"MT0340000","SZ1H0U72Z71A",20100203,20050101,"PARK                          ",84,8,4,8606,34,67,0,13,100,1,11,NA,2,1,1,1,1,1,7,46,1,1,20100316,3,0,0,5.9,"Multiple Victims","Single Offender","0-5","40-50","Pop <25K","Family","Afternoon"
"717",1,25,"MT0340100","P11H0U73JC1A",20100316,20050101,"LIVINGSTON                    ",60,8,4,7461,34,67,0,14,100,1,18,1,3,0,1,1,1,1,5,24,1,1,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Afternoon"
"718",1,25,"MT0450200","Z903-KOZL72C",20100102,20050101,"HOT SPRINGS                   ",70,8,4,590,45,89,0,19,100,1,20,1,13,0,3,1,1,1,14,16,1,1,NA,13,2,1,NA,"Single Victim","Single Offender","11-15","<20","Pop <25K","Known","Night"
"719",1,25,"MT0480000","S3-U6FLFRVSC",20100310,20041015,"STILLWATER                    ",84,8,4,6825,48,95,1,12,100,1,20,400,9,0,1,0,2,1,NA,24,1,1,NA,9,2,1,NA,"Single Victim","Single Offender","6-10","20-30","Pop <25K",NA,"Morning"
"720",1,25,"MT0560100","2W1H0U726N8W",20100227,20040701,"BILLINGS                      ",20,8,4,108039,56,111,1,12,100,1,20,1,3,1,1,1,1,1,5,50,1,1,NA,3,0,0,NA,"Single Victim","Multiple Offenders","0-5","40-50","Pop 100-500K","Parent","Morning"
"721",1,25,"MT0560100","2W1H0U7NZ6B8",20101202,20040701,"BILLINGS                      ",20,8,4,108039,56,111,1,22,100,1,20,400,4,1,3,1,1,1,5,45,0,3,NA,4,1,0,NA,"Single Victim","Single Offender","0-5","40-50","Pop 100-500K","Parent","Night"
"722",1,25,"MT0560100","2W1H0U7PUCTR",20100721,20040701,"BILLINGS                      ",20,8,4,108039,56,111,1,19,100,1,20,400,3,0,1,1,1,1,25,42,1,1,20100721,3,1,0,0,"Single Victim","Single Offender","0-5","40-50","Pop 100-500K","Stranger","Night"
"723",1,25,"MT0560100","2W1H0U7ZJ6KI",20100609,20040701,"BILLINGS                      ",20,8,4,108039,56,111,1,10,100,1,20,1,12,0,1,1,1,1,5,40,1,1,NA,12,0,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop 100-500K","Parent","Morning"
"724",1,26,"NB0710100","0A1H0UONSY1A",20101222,19980101,"COLUMBUS                      ",50,4,2,22246,71,141,0,10,100,1,20,400,2,0,1,1,1,1,5,25,0,1,NA,2,1,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop <25K","Parent","Morning"
"725",1,26,"NB0770000","1W0UQ27Z8L0 ",20100515,19980101,"SARPY                         ",92,4,2,63440,77,153,0,0,100,1,3,400,13,1,1,1,2,1,24,29,1,1,20100515,13,2,1,0,"Single Victim","Single Offender","11-15","20-30","Pop 25-100K","Known","Night"
"726",1,26,"NB0770100","380BWYOPTQ26",20100418,19980101,"BELLEVUE                      ",30,4,2,52330,77,153,0,12,100,1,20,1,7,0,2,1,1,2,5,32,0,2,NA,7,0,0,NA,"Single Victim","Single Offender","6-10","30-40","Pop 25-100K","Parent","Morning"
"727",1,26,"NB0770100","9N0IKLZK6L8T",20100805,19980101,"BELLEVUE                      ",30,4,2,52330,77,153,0,11,100,1,20,1,15,0,2,0,1,2,5,36,0,2,NA,15,0,0,NA,"Single Victim","Single Offender","11-15","30-40","Pop 25-100K","Parent","Morning"
"728",1,26,"NB0770400"," A1B1EFCNJ2N",20101113,20010101,"LA VISTA                      ",50,4,2,17702,77,153,0,14,100,1,25,400,8,0,2,1,1,2,NA,44,1,1,NA,8,1,0,NA,"Single Victim","Single Offender","6-10","40-50","Pop <25K",NA,"Afternoon"
"729",1,33,"ND0080100","0A1H0-8L921A",20100920,20040101,"BISMARCK                      ",30,4,2,64142,8,15,0,16,100,1,20,400,11,0,1,1,2,1,25,52,1,2,NA,11,1,0,NA,"Single Victim","Single Offender","11-15",">50","Pop 25-100K","Stranger","Afternoon"
"730",1,33,"ND0090300","8I0BAO3L72 N",20101206,19910801,"WEST FARGO                    ",40,4,2,26409,9,17,0,2,100,1,20,400,3,1,NA,1,1,1,NA,30,1,3,20101206,3,1,0,0,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K",NA,"Early"
"731",1,33,"ND0090300","8I0BKC5-72 N",20100901,19910801,"WEST FARGO                    ",40,4,2,26409,9,17,0,20,100,1,10,200,9,1,2,1,1,1,25,49,1,1,20100901,13,2,1,0,"Multiple Victims","Single Offender","6-10","40-50","Pop 25-100K","Stranger","Night"
"732",1,33,"ND0180100","8N0 KHZLDZ8B",20100609,19910101,"GRAND FORKS                   ",30,4,2,53382,18,35,0,8,100,1,11,1,3,0,3,1,1,1,5,22,0,3,NA,3,0,0,NA,"Single Victim","Single Offender","0-5","20-30","Pop 25-100K","Parent","Morning"
"733",1,33,"ND0320000","8I- 0CB 728N",20101006,19910101,"NELSON                        ",84,4,2,3195,32,63,0,17,100,1,20,1,4,1,1,1,1,1,5,35,0,NA,NA,4,0,0,NA,"Single Victim","Single Offender","0-5","30-40","Pop <25K","Parent","Afternoon"
"734",1,33,"ND0410000","5F19-0W0JRVS",20100401,19910101,"SARGENT                       ",84,4,2,4062,41,81,0,21,100,0,13,400,13,0,1,1,1,1,25,30,1,1,NA,13,1,0,NA,"Multiple Victims","Single Offender","11-15","20-30","Pop <25K","Stranger","Night"
"735",1,28,"NH0011000","HZ-7-AZOX5HP",20100406,20030101,"GILFORD                       ",60,1,1,7427,1,1,0,12,100,1,20,400,14,1,1,0,1,1,24,34,0,1,20100627,14,1,0,11.7,"Single Victim","Single Offender","11-15","30-40","Pop <25K","Known","Morning"
"736",1,28,"NH0011200","S3-L0FLFRVSC",20100428,20030101,"GILMANTON                     ",60,1,1,3506,1,1,0,17,100,1,20,1,12,1,1,1,1,1,5,34,0,1,NA,12,0,0,NA,"Multiple Victims","Single Offender","11-15","30-40","Pop <25K","Parent","Afternoon"
"737",1,28,"NH0021000","VF-T24G-60VS",20101005,20030101,"CONWAY                        ",50,1,1,9195,2,3,0,18,100,1,20,400,15,0,1,1,1,1,14,17,1,1,NA,15,1,0,NA,"Single Victim","Single Offender","11-15","<20","Pop <25K","Known","Afternoon"
"738",1,28,"NH0021000","VF-UG8X-60VS",20101110,20030101,"CONWAY                        ",50,1,1,9195,2,3,0,20,100,1,14,400,14,0,1,0,1,1,25,35,1,4,20101111,14,2,1,0.1,"Single Victim","Single Offender","11-15","30-40","Pop <25K","Stranger","Night"
